50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,30,30,30,51,201,201,201,201,201,50,50,50,50,50,50,-1,-1,-1,50,50,-1,-1,-1,-1,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,-1,-1,-1,-1,50,-1,-1
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,52,5,5,5,5,5,50,50,50,50,50,50,-1,-1,-1,50,50,-1,-1,-1,-1,-1,-1,336,-1,-1,-1,-1,-1,-1,308,308,-1,-1,-1,-1,-1,-1,50,50,50,50,50,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,-1,-1,-1,-1,50,-1,-1
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,15,15,15,50,50,50,50,50,50,50,50,-1,-1,-1,50,50,-1,-1,-1,-1,-1,-1,335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,336,-1,-1,-1,336,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,30,30,-1,-1,-1,50,50,-1,-1,-1,-1,50,-1,-1
50,50,50,50,50,50,15,15,15,15,15,15,15,50,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,50,15,55,-1,-1,-1,54,50,50,50,-1,50,50,50,-1,-1,308,50,50,30,30,-1,-1,-1,-1,334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,335,-1,-1,-1,335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,50,-1,-1,-1,50,50,-1,-1,-1,-1,50,-1,-1
50,50,50,50,15,55,-1,-1,-1,-1,-1,-1,-1,56,15,50,-1,-1,-1,308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,308,-1,-1,-1,-1,-1,-1,-1,-1,-1,308,-1,-1,-1,50,50,15,55,-1,-1,-1,-1,-1,54,50,50,-1,-1,50,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,334,-1,-1,-1,-1,-1,-1,53,51,-1,-1,-1,-1,-1,-1,-1,334,-1,-1,-1,334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,50,50,50,-1,-1,-1,50,50,-1,-1,-1,-1,50,-1,-1
50,50,50,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,52,-1,-1,-1,308,-1,-1,-1,54,50,50,-1,-1,50,50,50,-1,-1,-1,-1,-1,-1,-1,-1,456,-1,-1,334,-1,-1,-1,-1,-1,-1,54,52,-1,-1,-1,-1,-1,-1,-1,334,-1,-1,-1,334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,50,50,-1,-1,-1,50,50,-1,-1,-1,-1,50,-1,-1
50,50,15,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,15,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,30,30,30,-1,-1,-1,-1,-1,30,30,30,30,30,30,50,50,55,-1,-1,-1,-1,-1,-1,-1,56,50,50,-1,-1,50,50,50,-1,-1,-1,-1,324,324,-1,-1,-1,-1,-1,333,-1,-1,-1,-1,-1,53,50,50,51,-1,-1,-1,-1,-1,-1,333,-1,-1,-1,333,-1,-1,201,201,201,201,201,201,201,201,50,50,50,50,-1,-1,-1,50,50,-1,-1,-1,-1,50,-1,-1
50,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,55,-1,-1,-1,-1,53,51,-1,-1,-1,56,15,-1,-1,50,50,50,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,50,50,50,50,30,30,30,30,30,30,30,30,30,30,30,30,30,5,5,5,5,5,5,5,5,50,50,50,50,-1,-1,-1,50,50,-1,-1,-1,-1,50,-1,-1
50,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,-1,-1,-1,-1,53,50,50,51,-1,-1,-1,-1,-1,-1,50,50,50,50,-1,-1,50,50,50,-1,-1,50,50,50,50,50,-1,-1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,-1,-1,-1,50,50,-1,-1,-1,-1,50,-1,-1
52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,15,15,15,15,15,15,15,15,15,15,-1,-1,-1,-1,-1,15,15,15,15,15,15,15,15,15,15,55,-1,-1,-1,53,50,-1,-1,50,51,-1,-1,-1,-1,-1,50,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,308,-1,-1,-1,-1,-1,-1,-1,308,-1,-1,-1,-1,-1,50,50,-1,-1,-1,-1,50,-1,-1
52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,308,-1,-1,-1,336,-1,-1,-1,-1,-1,-1,-1,-1,336,-1,-1,-1,-1,308,-1,-1,-1,-1,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,-1,-1,-1,-1,50,-1,-1
52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,335,-1,-1,-1,-1,-1,-1,-1,-1,335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,50,30,30,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,30,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,-1,-1,-1,-1,50,-1,-1
52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,334,-1,-1,-1,-1,-1,-1,-1,-1,334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,336,-1,-1,-1,-1,53,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,57,-1,-1,-1,-1,-1,-1,-1,308,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,50,-1,-1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,50,50,-1,-1,-1,-1,50,-1,-1
52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,333,-1,-1,-1,-1,-1,-1,-1,-1,333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,335,-1,-1,-1,53,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,30,30,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,308,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,308,-1,-1,-1,-1,-1,-1,-1,308,-1,50,50,-1,-1,-1,-1,50,-1,-1
52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,51,-1,-1,-1,-1,334,-1,-1,-1,54,50,50,-1,-1,-1,58,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,50,-1,30,-1,-1,-1,-1,-1,-1,-1,30,30,30,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,-1,-1,-1,-1,50,-1,-1
52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51,-1,-1,-1,334,-1,-1,53,50,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,51,-1,-1,-1,-1,53,50,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,-1,-1,-1,-1,50,-1,-1
50,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51,-1,-1,333,-1,-1,54,50,50,50,202,202,202,202,202,202,202,202,202,202,202,30,-1,-1,50,-1,52,-1,-1,-1,-1,54,-1,-1,50,30,30,30,30,30,30,-1,-1,-1,-1,50,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,-1,-1,-1,50,50,-1,-1,-1,-1,50,-1,-1
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,50,50,50,30,30,30,30,30,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,30,-1,50,-1,50,51,-1,-1,53,50,-1,-1,50,-1,-1,336,-1,-1,-1,-1,-1,-1,-1,-1,336,-1,-1,-1,308,-1,-1,-1,-1,-1,-1,-1,308,-1,-1,-1,-1,-1,50,50,-1,-1,-1,-1,50,-1,-1
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,308,-1,-1,308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,50,-1,-1,50,30,30,50,-1,-1,53,50,-1,-1,335,-1,-1,-1,-1,-1,-1,-1,-1,335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,-1,-1,-1,-1,50,-1,-1
50,50,50,50,50,50,15,15,15,15,15,15,15,50,50,50,50,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,308,-1,-1,-1,-1,-1,308,-1,-1,-1,-1,-1,308,-1,-1,-1,-1,-1,50,-1,-1,50,51,-1,-1,308,-1,-1,-1,53,50,50,-1,-1,334,-1,-1,-1,-1,-1,-1,-1,-1,334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,-1,-1,-1,-1,50,-1,-1
50,50,50,50,15,55,-1,-1,-1,-1,-1,-1,-1,56,15,50,50,50,50,30,30,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,-1,30,30,30,30,30,30,30,30,50,-1,-1,-1,181,-1,-1,-1,-1,-1,182,-1,-1,-1,-1,-1,183,-1,-1,-1,-1,-1,181,-1,-1,50,-1,-1,-1,50,51,-1,-1,-1,-1,53,50,308,50,-1,-1,334,-1,-1,-1,-1,308,-1,-1,-1,334,-1,-1,53,30,30,30,30,30,30,30,30,30,30,30,30,30,30,50,50,-1,-1,-1,-1,50,-1,-1
50,50,50,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,50,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,337,338,337,-1,-1,-1,337,338,337,-1,-1,-1,337,338,337,-1,-1,-1,337,338,337,-1,50,30,-1,-1,-1,50,30,30,30,30,50,-1,-1,50,-1,-1,333,-1,-1,-1,-1,-1,-1,-1,-1,333,-1,53,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,-1,-1,-1,-1,50,-1,-1
50,50,15,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,15,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,339,-1,-1,-1,-1,-1,339,-1,-1,-1,-1,-1,339,-1,-1,-1,-1,-1,339,-1,-1,50,50,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,30,30,30,30,51,-1,-1,-1,-1,-1,53,30,30,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,-1,-1,-1,-1,50,-1,-1
50,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,320,321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,50,50,50,30,30,30,30,30,30,30,30,30,30,50,50,50,50,50,50,30,30,30,30,30,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,-1,-1,-1,-1,50,-1,-1
50,55,308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,308,56,50,-1,-1,-1,-1,-1,-1,-1,-1,30,30,30,30,30,30,30,30,-1,-1,-1,-1,-1,-1,-1,-1,53,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1
52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,336,-1,-1,-1,-1,336,-1,-1,-1,-1,-1,-1,-1,-1,53,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1
52,-1,-1,325,326,327,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,331,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,335,-1,-1,-1,-1,335,-1,-1,-1,-1,-1,-1,-1,-1,54,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1
52,-1,-1,328,329,330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,334,-1,-1,-1,-1,334,-1,-1,-1,-1,-1,-1,53,30,50,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,141,142,143,144,50,-1,-1
52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,334,-1,-1,-1,-1,334,-1,-1,-1,-1,-1,-1,54,50,50,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,145,146,147,148,50,-1,-1
52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,334,-1,-1,-1,-1,334,-1,-1,-1,-1,-1,53,50,50,50,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,149,150,151,152,50,-1,-1
52,324,319,322,323,322,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,333,-1,-1,-1,-1,333,-1,-1,-1,-1,-1,54,50,50,50,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,153,154,155,156,50,-1,-1
